tweet_id	parent_tweet_id	tweet_text	tweet_type	created_at	language	user_id	username	parent_user_id	parent_username
1661760754033258496	1661403552936337409	"ðŸš¨ PROOF: ANTIFA was There! ðŸš¨

From the very beginning many people have said that there were provocateurs and / or ANITFA in the crowd on January 6, 2021. HERE IS YOUR PROOF: 

https://t.co/bIHUtGqXxk https://t.co/E5iHJs9Fqg"	retweet	5/25/2023 15:46	en	947181984660328448	sherronmaynot	1575620347625340928	therealj6zaddy
1661553647543808000	1661438811153518592	"Bud Light has lost $10 billion in company value

Target stock is tanking and theyâ€™ve removed Satanic childrenâ€™s clothing

BLM is going bankrupt

THIS IS WHAT WINNING LOOKS LIKEðŸ”¥"	retweet	5/25/2023 2:03	en	3393721071	donbeckbronzes	875856268056969216	dc_draino
1661777286331351040	1661464975351885824	"Black Lives Matter was one of the biggest frauds of our lifetime.

How do you go from raising $90 million in a single year to bankrupt?
https://t.co/AGLtaAPE1h"	retweet	5/25/2023 16:52	en	1487521866122252291	weindel_steven	890061634181373952	collinrugg
1661742268292956166	1661431270969073666	"Goodbye BLM 

They baited you into a fake race war. You posted a black square on Instagram to prove just how not-racist you are. You got played

The whole thing was a grift

They took MILLIONS. They bought themselves mansions. Now theyâ€™re going bankrupt.

WHERE DID THE MONEY GO?"	retweet	5/25/2023 14:33	en	117915099	deadcoyotewalkn	15212187	bennyjohnson
1661742261900820485	1661695034398220293	"Q: You often take issue with the term â€œsystemic racism,â€ why is that? 

A: Millions of Floridians make a conscious effort to be racist every single day, and to only give credit to the system within which they function denies their hard work. https://t.co/rq67yTTzQI"	retweet	5/25/2023 14:33	en	1628795911	sharphitchretro	14075928	theonion
1661793608154984449		Tenho vÃ¡rias coisas em comum com a DÃ©ia do @NaoInviabilize, mas, a principal delas Ã© que tb odeio fazer trilha. Amo a Natureza, mas, nÃ£o gosto de trilha. EntÃ£o, nÃ£o me convidem para fazer trilha; pra viagem-roubada; qualquer coisa que passe perrengue. TÃ´ com a DÃ©ia nessa kkk	post	5/25/2023 17:57	pt	1508270713370726406	guiguinhuu_		
1661372825700114433		Joice mulherrr tu pegou atÃ© o auxÃ­lio creche da tua funcionÃ¡ria? Rapazzz. https://t.co/zIW09jYP5k	post	5/24/2023 14:05	pt	1470370199245316103	flvialeo16		
1661396812144541696	1661395687215439873	@TizzyEnt seems to me people are way too involved in an incident that might just have been a case where the lady made a mistake and lost her cool. happens a lot these days. she didn't shout racial slurs. why does the internet have to make everyone pay for every mistake?	reply	5/24/2023 15:40	en	320922300	anewmanofficial	27933405	tizzyent
1661777883239526408	1661576552918708225	@DexteraDomini1 Kkk esse ai merece nosso respeito, uma pessoa que nÃ£o se valoriza merece...	reply	5/25/2023 16:54	pt	1520392922251907075	mateusandrio		
1661367930674896896	1661367795945287684	@armyfess_ td perasaan blm ada pas udh di rt jd ratusan	reply	5/24/2023 13:45	in	1517444041062842373	scentedcakemyg		
1661315640710373376	1661315615284506624	"bukayo saka.
saka got alot of racism during the euros 2020, people commenting monkey emojis under his post and sending alot of racial abuse 2 him, also after one penalty kick during an arsenal game, people kept saying ""this clown has cost us the league"" he deserves better. https://t.co/IYHoolsPDD"	reply	5/24/2023 10:18	en	1594262691077562368	k6unde		
1661725985132224512	1661443332294471681	BLM now $8.5 million in the red as donations tank, leaders continue to spend lavishly https://t.co/7gzI2mISt8	retweet	5/25/2023 13:28	en	911918411478962176	clantonmiller	10774652	theblaze
1661437580292882439	1661397590724976640	"BREAKING NEWS: BLM BANKRUPT Shady Black Lives Matter Organization Headed to Total Bankruptcy â€“ Still Giving Seven Figure Salaries to Board Members and Family!

Violent Obama-backed Marxists hijacked BLM and transformed it into a terrorist organization. 
https://t.co/ZNNqtYeq5C"	retweet	5/24/2023 18:22	en	1277532570826280960	alicev1066	1262776192077193217	americanhubener
1661185785205235712	1660795490676662272	He's such a nazi kkk https://t.co/bfSQh07S4U	quote	5/24/2023 1:42	en	215780016	mishwish22	1353756897841737736	brcollector
1661185755975131138	1661116381222383621	Ted Cruz reminds AOC her own Democrat Party founded KKK, wrote Jim Crow laws https://t.co/JK0SyQb9NV #FoxNews	retweet	5/24/2023 1:42	en	4422011055	whippinpost9185	466864852	bosnerdley
1661630838612668418	1661608030536970241	Joy Behar has never been known as a rocket scientist https://t.co/dyVY1YTFy5	retweet	5/25/2023 7:10	en	1583684022	invisiblehand78	39308549	dailycaller
1661630549809586188	1660692915910262793	Weâ€™re with you @vinijr #SayNoToRacism #vinijr #LaLiga https://t.co/5h371dVsfF	quote	5/25/2023 7:09	en	1130153620148695041	shirazcr7	558383444	moscoibhas
1661819080234647552	1661658299111215108	Folks who criticize Meghan for having been an actress conveniently and probably willfully overlook that her acting chops gave her a skill NONE of the other royals have: sheâ€™s a polished, charismatic speaker! She was a HUGE asset to the RF. They chose racism and jealousy instead. https://t.co/6TEOyDOyQn https://t.co/MpNEU06zs4	retweet	5/25/2023 19:38	en	130253705	moonshakela	857827231812300800	ginamcgalliard
1661239129097777152	1661237385324277762	@mog1717 @AGHamilton29 Just outrageous she is allowed to spew racism like this	retweet	5/24/2023 5:14	en	15723683	mog1717	1238949174957101056	annepuwu
1661349164800970754	1661265804971876354	@Arti_SebuahRasa @tanyakanrl Indonesia sbnrny blm mrdeka. Mrdeka dari pnjajahn, tp blm mrdeka dari segi ekonomi, pkrjaan, hrg pangan dan lainny. T.K.A dsni dprlakukan dgn baik dnegara sndri, tp T.K.I dprlakukn seenakny dnegara org, pmrnth mmbuka ribuan LOKER, tp yg dtrima org asing, smntra kita sndri W.N.I	reply	5/24/2023 12:31	in	986246704516116485	linda_saputri_		
1661373892210950152	1661370689130045443	"@WrightBlan @MattMurph24 Or maybe white people can quit &amp; reject the poison of prejudice and racism 

Vincent Price called it in a radio PSA back in the early 1950s 

https://t.co/8KUubQZSrS"	reply	5/24/2023 14:09	en	32256414	mjwatts1983	58386891	wrightblan
1661537985437769734	1661379095618256903	BLM funneled money into Bidenâ€™s campaign &amp; into the DNC. This is such a shame! ðŸ¤£ðŸ˜‚ https://t.co/dIpJkFP38K	retweet	5/25/2023 1:01	en	2460052650	kjusts	1585877359038808064	teagan1776
1661537927678107649		tenho umas amizades tÃ³xicas kkk	post	5/25/2023 1:01	pt	3333631600	donasnider22		
1661537816466038784	1661358429045239808	assim mesmo kkk https://t.co/8uFyAZFYqQ	retweet	5/25/2023 1:00	pt	4698961238	oldmorro	2747178248	lovesdmi
1661421923992231936	1661222525525958657	Mualaf pon aren't treated any better especially if they don't conform.. Plus the racism that exist. https://t.co/vtOudcP8fN	retweet	5/24/2023 17:20	en	2636534220	yasgiveusnothin	896835114461560832	conferwithterry
1661439292193865735		Problema e seu ne kkk	post	5/24/2023 18:29	pt	1483597479354449926	lhuibner		
1661421650607210500	1660846710241763328	@Iluinkings @dersuzzalla O cara se diz antifa e anticomunista o que nÃ£o faz sentido algum, e defende o paÃ­s fascista ignorando o passado dele tÃ­pico	reply	5/24/2023 17:19	pt	3405901569	brancojucabala		
1661713992031645697		o prÃ³ximo vai ser fora de casa po https://t.co/7RnQg0LOkb	post	5/25/2023 12:41	pt	1371543836070182914	thiagoisj		
1661504928957825027	1661377178427113473	BLM headed for INSOLVENCY after plunging $8.5M into the red https://t.co/NVAC8b6FZp	retweet	5/24/2023 22:50	en	1087192325909069824	kheurh	15212187	bennyjohnson
1661346850216214528	1661333956900552704	@DuyVuOutdoor9 DÄƒm ngon kkk	reply	5/24/2023 12:22	vi	1489111343244333057	btdamdang2022		
1661341230037618690	1661197146992025600	@kkk_jjjs7 https://t.co/QYxNjOW8cG	reply	5/24/2023 11:59	qme	1414471013983604741	gemoyt_t		
1661759328993288194	1661492127887507457	@omusojoao Olha eu aÃ­ kkk	reply	5/25/2023 15:41	pt	1447222176411684875	ofccvinicin_031		
1661247916537970690	1660959268110049280	70% rating after racism taxâ€¦ this might be a masterpiece https://t.co/iT8tVEHPHk	retweet	5/24/2023 5:49	en	2361609766	demojaaa	1298718749281853442	eisakuotomo
1661247606704701443	1661222525525958657	Mualaf pon aren't treated any better especially if they don't conform.. Plus the racism that exist. https://t.co/vtOudcP8fN	retweet	5/24/2023 5:47	en	746572686537613312	hytrhl	896835114461560832	conferwithterry
1661496805807513600	1661446025465266209	"Founded in 1964, The Deacons for Defense and Justice was an armed Black self defense group who stood up against the KKK and discriminatory treatment by police in the Jim Crow South.

Though the group supported the values of MLK, they didnâ€™t subscribe to his nonviolent philosophy. https://t.co/AL8mAIj7Z4"	retweet	5/24/2023 22:18	en	450215896	mgmatheson	808806102	africanarchives
1661496717340975106	1661477198853980161	The Same DC Cop Who Beat Innocent Trump Supporter Victoria White Nearly to Death on Jan. 6 â€“ Was Driving Around with the DC "Antifa Leader" During the June 2020 Riots https://t.co/F11UYEhzg9 #gatewaypundit via @gatewaypundit	retweet	5/24/2023 22:17	en	1023595547847020550	cpaulmcc	1537225604554031104	ultradane
1661357849715564546	1661342126540754945	"Bollywood beauty @shahdaisy gets a pleasant surprise from her mother as she visits her in CapeTown while she shoots for Khatron Ke KhiladiðŸ˜

#daisyshah @shivthakare9 #shivthakare

#nyrraabanerji #khatronkekhiladi #kkk13 #sheezankhan #anjumfakih #rohitreddy #aishwaryasharma https://t.co/YnrLiqEvZI"	retweet	5/24/2023 13:05	en	1466927719275372545	ajitbho91236119	1510181324849508352	btownki
1661792303193931776	1661467714752495616	"@KirschPearl When anyone in Congress starts their political career by stalking a mass shooting survivor, there are no depths to which they will not sink. 

Leadership MATTERS, now more than ever. 

#VoteBlue #DemVoice1 #ProudBlue @davidhogg111  https://t.co/7ZPEB1V7Aw"	retweet	5/25/2023 17:52	en	1638229505113485312	marsee_78	4765169125	mindcite_us
1661676999595921408	1661442782991626240	Kkk Ä‘em theo lá» pp lÃ  phiÃªu hÆ¡n r ðŸ˜‚ https://t.co/0Lqm6ovncb	retweet	5/25/2023 10:14	vi	1167985416986714112	lmthinph1	1493800314902036485	toof2k01
1661779226658217984	1661763699974062081	@CloverPortal @NetflixBrasil @Taciano_ZonaOP @lpgeekbrasil @Rodrigo_guiN Podiam fazer um apelo pela dublagem do filme tbm kkk. Mas tamo junto nessa causa	reply	5/25/2023 17:00	pt	1202388028171390977	akashivd2		
1661740417069756417	1526916737559568385	The security guard who died trying to stop the white supremacist who murdered those people at TOPS is named Aaron Salter Jr. Because I know the media isn't going to memorialize this man as a hero, I'm asking all of you to remember who he is and remember his sacrifice. #racism https://t.co/EqOIVx7vl7	retweet	5/25/2023 14:26	en	1961843047	davisconsult2	229270964	stvastg
1662705093362212865	1662602579547652097	Ù†ÙˆØ§Ø² Ø´Ø±ÛŒÙ Ú©ÛŒ Ú¯Ø§Ú‘ÛŒ Ù¾Ø± Ú©Ø§ÙÛŒ Ù¾Ú¾ÛŒÙ†Ú©Û’ Ø¬Ø§Ù†Û’ Ú©Û’ Ù…Ø¹Ø§Ù…Ù„Û’ Ù¾Ø± Ù¾ÛÙ„Û’ Ø¬ÛŒÙˆ Ù†ÛŒÙˆØ² Ù¾Ø± Ø®ÙˆØ¨ Ø¬Ú¾ÙˆÙ¹ Ø¨ÙˆÙ„Ø§ Ú©Û Ù¾ÛŒ Ù¹ÛŒ Ø¢Ø¦ÛŒ Ú©Û’ Ù„ÙˆÚ¯ ØªÚ¾Û’ ØŒ Ù…Ú¯Ø± Ø¨Ø¹Ø¯ Ù…ÛŒÚº Ø¬Ø¨ Ù†Ø¸Ø± Ø¢ÛŒØ§ Ú©Û ÛŒÛØ§Úº ØªÙˆ Ú†Ø§Ø±ÙˆÚº Ø·Ø±Ù CCTV Ù„Ú¯Ø§ Ú¾Û’ Ø§ÙˆØ± Ø¨Ú¾Ø§Ù†ÚˆØ§ Ù¾Ú¾ÙˆÙ¹ Ø¬Ø§Ø¦Û’ Ú¯Ø§ Ú©ÛŒÙˆÙ†Ú©Û Ø§ØµÙ„ Ù…Ø¹Ø§Ù…Ù„Û Ù¾ÙˆÙ„ÛŒØ³ Ø§ÙˆØ± BLM ( Ø¨Ù„ÛŒÚ© Ù„Ø§Ø¦Ù Ù…ÛŒÙ¹Ø±Ø²) Ú©Û’ Ø¯Ø±Ù…ÛŒØ§Ù† ØªÚ¾Ø§ Û” Ù¾Ú¾Ø± Ù†ÛŒÚ†Û’ ÙˆØ§Ù„ÛŒ Ø§Ù¾Ù†ÛŒ Ú¾ÛŒ Ù‚ÙˆÙ¹â€¦ https://t.co/k0y6UUVBSg	retweet	5/28/2023 6:19	ur	1515648944906588165	malikir44451482	1311069680338075654	chish_mish78
1661534096563261441		kkk q va a estar taehyung en una relaciÃ³n poliamorosa pordvsor	post	5/25/2023 0:46	es	1511181173380239368	jktopfobica		
1661176720496443392	1661148388979777536	E aquele ditado nÃ© gente , Quem procura acha kkk https://t.co/l74ZVR275n	retweet	5/24/2023 1:06	pt	1200978306893520897	maaribjx	1311718595496488961	chamadekaaah
1661550969832849409	1661431270969073666	"Goodbye BLM 

They baited you into a fake race war. You posted a black square on Instagram to prove just how not-racist you are. You got played

The whole thing was a grift

They took MILLIONS. They bought themselves mansions. Now theyâ€™re going bankrupt.

WHERE DID THE MONEY GO?"	retweet	5/25/2023 1:53	en	1578719834547912704	mitchell3rdacc	15212187	bennyjohnson
1661550892145934337		"Essas horas escutando essa aqui kkk
https://t.co/D4tULwdBxv"	post	5/25/2023 1:52	pt	999320178587467777	sweetmeizter		
1661176541307437056	1661174416003276801	@amandalilas_ ta mesmo kkk	reply	5/24/2023 1:05	pt	1481446147596115977	doccbru		
1661423701605089310	1661175242721484802	"Trumpâ€™s Sweatingâ€¦

Jack Smith completed interviews,
Trumpâ€™s lawyer hands over notes,
Colleagues claim Indictment is near,
Enraged talk about investigators,
Crazy rants on Truth Socialâ€¦

Yeah, itâ€™s coming Donaldâ€¦
#OBV #ProudBlue #DemVoice1 #VoteBIGblue 
https://t.co/Zu7sztU34u"	retweet	5/24/2023 17:27	en	774240960108646400	gopabomination	1516466156579606528	dubsbayarea
1661734073654738946	1661613864801406976	South Beach Miami police brutality. Innocent black men, being brutalize and abused by these cops. And a good cops are not doing a damn thing to stop it. Ron DeSantos police state. https://t.co/CMYrWZM2Rj	retweet	5/25/2023 14:00	en	1374511196829741063	kaangjiacheng	24491044	dijoni
1661266114817691648	1661094659697852416	"Yoruba ronu champion is also shouting about racism in Spain

E ma n le, eyin alagabagebe ore janduku"	retweet	5/24/2023 7:01	en	2669211055	meka_okafor	3108580045	samdgreat01
1661265846654869508	1661263901894533120	Systemic privilege is closely tied to systemic racism. This is because the system supports and perpetuates white privilege. Do you want to know ten examples of white privilege in modern Western society? Here they are, folks. https://t.co/quBunsaOd5 #Whiteness #Privilege #Racism	retweet	5/24/2023 7:00	en	2277445532	mfwitches	1650121721389940741	thatwhitedude83
1661825044358504471	1661806860897320971	"Valencia's Mouctar Diakhaby refused to stand behind LaLiga's new anti-racism banner that reads ""Racists, get out of football"", before their match this evening.

Diakhaby suffered alleged racist abuse in a match against CÃ¡diz back in 2021, but no action was taken. https://t.co/VGT7GXXwvZ"	retweet	5/25/2023 20:02	en	1023519643732979712	naijatwiter	18091004	espnfc
1661366186603339778		certeza que a leticia nÃ£o me suporta mais falando da mesma mina, mas tudo bem, ela tambÃ©m vive falando da mesma kkk https://t.co/jqUXmCvgIc	post	5/24/2023 13:39	pt	2408927519	darknessbaby7		
1661690373796945921	1661431270969073666	"Goodbye BLM 

They baited you into a fake race war. You posted a black square on Instagram to prove just how not-racist you are. You got played

The whole thing was a grift

They took MILLIONS. They bought themselves mansions. Now theyâ€™re going bankrupt.

WHERE DID THE MONEY GO?"	retweet	5/25/2023 11:07	en	745352295089479680	amiraizel	15212187	bennyjohnson
1661690163616153601	1661689230597443584	"@kkk_kabubu ä»Šã®ã¨ã“ã‚ç¦°ó „€è±†å­â‡¨ã‚¦ãƒžå¨˜â‡¨ ã—ã®ã¶ã•ã‚“â‡¨ã‚¦ãƒžå¨˜â‡¨èœœç’ƒã£ã¦ãã¦ã¾ã™ã­ðŸ˜‚
ãƒ–ãƒ¼ãƒ ã®ã‚„ã¤ã¯éš ã‚Œå®¶ã«æŒã¡åŽ»ã‚‰ã‚Œã‚‹ðŸ¤£wwww"	reply	5/25/2023 11:06	ja	1584853433827594246	yd25dsz2		
1661189019320094721		boys! ak abis bikin id photo parhan lijong, siapa yang maw ak t@g? https://t.co/kJvz38wPc1	post	5/24/2023 1:55	in	772599937322196992	bplanetfess		
1661762547383701505	1661653770793787397	"@ya_begitudeh @awemany Kalo masih blm paham jg lu mending otak lu kasih buat pakan lele aja kadrun bodoh.

Untung lu ga di dekat gw, kalo ga udah gw tempeleng bolak balik pangkal kuping lu ðŸ™ˆ"	reply	5/25/2023 15:54	in	1603535250277404672	c_rangkito		
1661762495214755840	1661758412932149248	@krassenstein Weaponized racism has gone too far dude, just stop it https://t.co/JHcROus6ma	reply	5/25/2023 15:53	en	875812497110032384	geekdadteach	133938408	krassenstein
1661762390374113281	1661760707887767553	@kochengfs Maap kak... Gws ... Ya.  Btw sabtu mau studitur ke pantai... Outfit ku dah ok blm y ??? https://t.co/E3891JNSXE	reply	5/25/2023 15:53	in	1334055505254182912	prayitnolasmi		
1661218930898116608		irradiei a energia de orixÃ¡ pela primeira vez e achei que tava pegando encosto KKK desculpa minha mÃ£e	post	5/24/2023 3:53	pt	1345492986516353025	neferthyx		
1661527293091561473	1661358429045239808	assim mesmo kkk https://t.co/8uFyAZFYqQ	retweet	5/25/2023 0:19	pt	1579689004433285121	brenolage31	2747178248	lovesdmi
1661527278071820289	1661525410532696066	"Gabriel = tomei dois litros de whisky, show de 12 horas, cantei no palco, escrevi uma mÃºsica, rimei pescoÃ§o com pescoÃ§o, me de uma maratona de 15 jogos seguidos 

arrascaeta: kkkk nÃ£o vem mais hein ðŸ˜‚ðŸ˜‚ vÃ´ ficar em casa naÃ§Ã£o kkk"	retweet	5/25/2023 0:19	pt	1237820812528418816	canceladocrf	1057468338950021120	xande_cule
1661389470208327682	1661381459003809794	Name an organization that managed their money worse than BLM. https://t.co/zQMwZAVW2G https://t.co/OBWFWEAgcM	retweet	5/24/2023 15:11	en	1548322373329244163	elumin_8	37190937	trhlofficial
1661776073175052304	1661555529481592834	Itâ€™s literally just racism. Miles in comics, movies, and games has become his own character. Hell, in the comics, his books, even in 616 exist completely parallel to Peterâ€™s, with little to no crossover. Heâ€™s a fully fleshed out, likeable character. Itâ€™s just cuz heâ€™s black. https://t.co/fOVw7Kg6pc	retweet	5/25/2023 16:47	en	2537798130	xpulcyb	1080010427931742208	stormlord96
1661473551466233856	1661452314492690432	"Unironically, the people that claim everything is a psyop if it makes them look bad is calling Ethan fake, a liberal, Antifa, or a Fed.

@BLUEPILLTV congrats you're now Jussie Smollette. https://t.co/LrQZKNxD9U"	retweet	5/24/2023 20:45	en	1037861028	tywinresists	1516633566930771979	chudsoftiktok
1661263701503090688	1661263328302313473	#DouglasMurray has written some good &amp; important books, but I dislike the contempt he expresses for the left when he accuses them of being motivated by envy &amp; resentment. Like leftwing accusations of "racism", they are just slurs, which make constructive dialogue impossible.â€¦	retweet	5/24/2023 6:51	en	91372751	rogerahicks	91372751	rogerahicks
1661263609899679745	1661227896982368256	@starfess Izone, itzy, nmixx..yaudah sih maaf ijon dah dword. Tapi blm nemu lagi idol yg benerÂ² bikin saya ikutin semua membernya kaya ijon, yg lain pasti cuma casual listener :(	reply	5/24/2023 6:51	in	1464591046315282434	jiseokura		
1661514615917010944	1661366446616903680	@taufikbachtiars @Box2boxID Mati aja blm cukup.....sita dulu harta kekayaan nya	reply	5/24/2023 23:28	in	1603760823897231360	buchekborneo22		
1661514465932636162	1661467714752495616	"@KirschPearl When anyone in Congress starts their political career by stalking a mass shooting survivor, there are no depths to which they will not sink. 

Leadership MATTERS, now more than ever. 

#VoteBlue #DemVoice1 #ProudBlue @davidhogg111  https://t.co/7ZPEB1V7Aw"	retweet	5/24/2023 23:28	en	2244639829	joconfil	4765169125	mindcite_us
1662711616046022656	1662609806429913094	no one cared when she suggested murdering the pro-life crowd, so they had better not care now, as you say	quote	5/28/2023 6:45	en	2439980042	daveheiser01		
1661403680355000322	1661379856096014338	@RayJPolitics1 They don't attack anyone pro-Russian at all. Just these that tend to spread misinformation. It was founded by some guys that went up against serious antisemitism, racism and covered,hidden fascism. Fighting this is not even a crime. Also debunking false information as such ain't.	reply	5/24/2023 16:07	en	1650612497248911367	frommessen1419		
1661439810609840144	1661106024504508416	@christieme @Jacob775416821 @BlogdoNoblat NÃ£o estamos falando do Bolsonaro, pelo menos eu nÃ£o kkk mas p mim o Bolsonaro tbm Ã© corrupto e deve ir p cadeia. Voltando ao Lula, com relaÃ§Ã£o ao "andar da corruagem", a menos que vc tenha acessado o processo e visto que nÃ£o hÃ¡ provas, tbm Ã© mera especulaÃ§Ã£o.	reply	5/24/2023 18:31	pt	896129101513318402	ricocorreia1		
1661533687396331520	1661361172841480193	@mhdksafa Was the racism from POCs jealous of your beautiful partner?	reply	5/25/2023 0:44	en	1272113359647723521	beartraveler1	834078524277456897	mhdksafa
1662727261890441217		"Come denigrare i simboli cristiani in pubblico

Non li vedrai mai mettere in scena lo stesso circo imbarazzante davanti a una moschea o in nome del profeta

Câ€™Ã¨ quasi da sperare nella islamizzazione dellâ€™Europah

#WOKE #WokeCulture #WokeMindVirus #WokePropaganda https://t.co/JldlLYKxd6"	post	5/28/2023 7:47	it	402580562	tradori		
1662713683863273472	1662712701544697856	@KaffirBaba_2 @CanHindusurvive @AnilNagrani6 @i_desi_surya @AlokPan20571239 @Dor_aemon3 @Kim__jong_ @Megatron9091 @BJP4India @OCSheriffBarnes @OCGovCA @shamehateOC The Christian girl does never deserve what he did. She is Hindu origin,she is not Hindu. She come to Irvine Mandir concern what to do this Vietnamese is boasting on Instagram of Hate Crime against Hindu eatery. We ask her to ring FBI, some Hindus also make call to FBI and police.	reply	5/28/2023 6:53	en	1662697548522618884	dave283173		
1661824846353891328	1661801028017160218	"ðŸš¨ABSOLUTE MUST WATCHðŸš¨

Putin delivers speech on the destruction of Western society and it will blow you away!

-Marxism destroying traditional values, religion, history, family, etc.

-Hollywood, cancel culture, reverse racism, CRT

-Rejection of biological fact, transâ€¦ https://t.co/JyP1gHStHy"	retweet	5/25/2023 20:01	en	1602352929922584579	okrasux	1313536464022646786	warclandestine
1661589453977055234	1661185508238671874	kkk https://t.co/oZB00i5apU	retweet	5/25/2023 4:26	und	1603980097891041281	viviannesz7	952230533769187330	euovitinn
1661327624335925250	1661062160217407488	Let's be real. If Russia wanted to destroy America's way of life, they'd achieve it with the #RepublicanDefaultDisaster. The Republican Party is a terrorist organization and has its sights set on our economy. The GOP is the red menace. #DemVoice1 #wtpBLUE #VoteBIGblue #ProudBlue https://t.co/GpuUKXGqZA	retweet	5/24/2023 11:05	en	374004664	colonelclark	846227459984973824	stopgopfox
1661263149142806528	1661183225232850945	This is what happens when you play the racism card when in Government. https://t.co/zB5WkeDsGs	quote	5/24/2023 6:49	en	1040212969	jald19	877787141333495808	stormysturgeon
1661747507255463952	1660475322876465152	@atvlantis sama nder skolahku jg blm ada dapat undangannya tp diweb ada nama skolahku	reply	5/25/2023 14:54	in	1617520146066857989	studywenji	1342872807521185792	atvlantis
1661670081812676610	1661383924029767680	"Candace Owens remains undefeated. 

BLM has been laid to rest. Nowâ€”everyone get into a single-file line to apologize to @RealCandaceO because she was right about Floydapolooza since day one. 

Iâ€™ll go first: https://t.co/NNVb3nUXBd https://t.co/32u546PvvJ"	retweet	5/25/2023 9:46	en	67454121	mams14	1306311303598764038	xaviaerd
1661412475944984576	1661384733845078017	"Remember when conservatives started a â€œBuild the Wallâ€ non-profit and some of them got indicted and jailed for allegedly misappropriating funds?

Will the Feds do the same to BLM after they squandered $85+ million &amp; are nearing bankruptcy?

Or do the laws only apply to MAGAâ€¦"	retweet	5/24/2023 16:42	en	1401644596812148743	realdadbodchef	875856268056969216	dc_draino
1661475195826348033	1661093677563822108	@s_iroak SÃ³ isso amg? Kkk	reply	5/24/2023 20:52	pt	1348833366389489665	zezi_nh0		
1661471954594062338	1661180415149850624	"@HawleyMO @jordanbpeterson Lost My Manhood To Trump - by Josh Hawley 

Manhood Because I Wear a Flag Lapel Pin - Authored by Josh Hawley

MTG Stole My Manhood - by Josh Hawley 

Where I Found Manhood; Under A KKK Hood - Author Josh Hawley 

Which of these are you promoting?"	reply	5/24/2023 20:39	en	2371078086	bobbyk_57		
